TICKER,YEAR,CALENDAR_YEAR,PERIOD,NET_INCOME,DEPRECIATION_AND_AMORTIZATION,DEFERRED_INCOME_TAX,STOCK_BASED_COMPENSATION,CHANGE_IN_WORKING_CAPITAL,ACCOUNTS_RECEIVABLES,INVENTORY,ACCOUNTS_PAYABLES,OTHER_WORKING_CAPITAL,OTHER_NON_CASH_ITEMS,NET_OPERATING_ACTIVITIES,INVESTMENTS_IN_PROPERTY_PLANT_AND_EQUIPMENT,ACQUISITIONS,PURCHASES_OF_INVESTMENTS,SALES_OF_INVESTMENTS,OTHER_INVESTING_ACTIVITES,NET_INVESTING_ACTIVITES,DEBT_PAYMENT,COMMON_STOCK_ISSUED,COMMON_STOCK_REPURCHASED,DIVIDENDS_PAID,OTHER_FINANCING_ACTIVITES,NET_FINANCING_ACTIVITIES,FOREX_CHANGE,NET_CHANGE_IN_CASH,OPERATING_CASH_FLOW,CAPITAL_EXPENDITURE,FREE_CASH_FLOW
BAC,2012,2012,FY,4188000000,3038000000,-2735000000,0,-37494000000,0,0,0,-48225000000,19145000000,-13858000000,0,0,-185482000000,152036000000,-3731000000,-37177000000,-124389000000,0,0,-1909000000,168714000000,42416000000,-731000000,-9350000000,-13858000000,0,-13858000000
BAC,2011,2011,FY,1446000000,3485000000,-1949000000,0,52336000000,0,0,0,20230000000,9172000000,64490000000,0,0,-135088000000,177459000000,10058000000,52429000000,-101814000000,0,0,-1738000000,-1144000000,-104696000000,-548000000,11675000000,64490000000,-1307000000,63183000000
BAC,2010,2010,FY,-2238000000,3912000000,608000000,0,40057000000,0,0,0,20775000000,40255000000,82594000000,0,0,-199259000000,170926000000,-2014000000,-30347000000,-110919000000,0,0,-1762000000,47294000000,-65387000000,228000000,-12912000000,82594000000,-987000000,81607000000
BAC,2009,2009,FY,6276000000,4314000000,370000000,0,71774000000,0,0,0,59822000000,46997000000,129731000000,-2240000000,31804000000,-189059000000,226875000000,90545000000,157925000000,-101207000000,13468000000,-45000000000,-4863000000,-61966000000,-199568000000,394000000,88482000000,129731000000,-2240000000,127491000000
BAC,2008,2008,FY,4008000000,3319000000,-5801000000,0,-32249000000,0,0,0,-21603000000,34757000000,4034000000,0,6650000000,-185072000000,147781000000,27711000000,-2930000000,-35072000000,10127000000,0,-11528000000,25778000000,-10695000000,-83000000,-9674000000,4034000000,-2098000000,1936000000
BAC,2007,2007,FY,14982000000,2844000000,-753000000,0,-19773000000,0,0,0,-8108000000,13736000000,11036000000,0,-19816000000,-28330000000,47970000000,-108304000000,-108480000000,-28942000000,1118000000,-3790000000,-10878000000,145904000000,103412000000,134000000,6102000000,11036000000,-2143000000,8893000000
BAC,2006,2006,FY,21133000000,2869000000,1850000000,0,-16423000000,0,0,0,-3870000000,5080000000,14509000000,0,-2388000000,-40905000000,75870000000,-100881000000,-68304000000,-17768000000,3117000000,-14629000000,-9661000000,92074000000,53133000000,92000000,-570000000,14509000000,-748000000,13761000000
BAC,2005,2005,FY,16465000000,1768000000,1695000000,0,-27220000000,0,0,0,0,-4931000000,-12223000000,0,0,-263340000000,174292000000,-61397000000,-150445000000,-15107000000,0,0,-7683000000,193607000000,170817000000,-86000000,8063000000,-12223000000,-1228000000,-13451000000
BAC,2004,2004,FY,14143000000,1636000000,-402000000,0,-20525000000,0,0,0,0,1193000000,-3955000000,0,0,-236489000000,134233000000,-24876000000,-127132000000,-16904000000,0,0,-6468000000,156247000000,132875000000,64000000,1852000000,-3955000000,-863000000,-4818000000
BAC,2003,2003,FY,10810000000,1107000000,-263000000,0,10600000000,0,0,0,0,2059000000,24313000000,0,-140000000,-228720000000,199443000000,-44008000000,-73425000000,-9282000000,0,0,-4281000000,64611000000,51048000000,175000000,2111000000,24313000000,-209000000,24104000000
